LogID,UserID,ActivityType,CaloriesBurned,DateOfActivity,DistanceTraveled,Duration
AL503,U1462,Running,305,2024-04-14,12.41,115
AL504,U42,Cycling,470,2024-06-19,14.22,87
AL505,U2072,Weightlifting,493,2024-04-06,6.51,52
AL506,U1239,Weightlifting,265,2024-07-15,6.93,104
AL507,U2434,Weightlifting,118,2024-04-05,2.23,109
AL508,U31,Cycling,356,2024-03-31,13.42,98
AL509,U2582,Weightlifting,766,2024-11-06,2.35,88
AL510,U1994,Cycling,770,2024-03-21,7.89,81
AL511,U502,Cycling,363,2024-06-17,0.98,14
AL512,U2876,Running,538,2024-09-05,2.75,23
AL513,U330,Running,442,2024-11-10,9.57,56
AL514,U1873,Running,523,2024-06-28,2.55,21
AL515,U2678,Weightlifting,269,2024-08-18,9.31,68
AL516,U1059,Running,543,2024-05-04,17.42,75
AL517,U808,Running,114,2024-06-09,12.86,54
AL518,U1073,Weightlifting,574,2024-05-14,13.78,60
AL519,U1437,Cycling,396,2024-05-02,10.07,23
AL520,U1226,Running,418,2024-04-13,5.39,100
AL521,U1449,Running,396,2024-09-28,2.55,46
AL522,U2954,Running,474,2024-04-28,0.8,39
AL523,U2562,Cycling,662,2024-04-28,13.73,64
AL524,U627,Cycling,554,2024-01-29,2.88,36
AL525,U791,Weightlifting,197,2024-02-14,11.83,74
AL526,U85,Weightlifting,312,2024-03-09,2.57,33
AL527,U2851,Running,787,2024-04-14,18.31,19
AL528,U2431,Weightlifting,308,2024-03-09,5.74,10
AL529,U1833,Weightlifting,659,2024-11-06,7.27,24
AL530,U1474,Cycling,80,2024-01-25,18.34,42
AL531,U2559,Weightlifting,317,2024-09-29,10.32,65
AL532,U2383,Cycling,745,2024-01-27,3.22,47
AL533,U1386,Cycling,249,2024-01-09,19.26,116
AL534,U2098,Running,396,2024-03-14,20,103
AL535,U1572,Weightlifting,355,2024-05-29,13.31,27
AL536,U1705,Weightlifting,85,2024-06-08,15.45,82
AL537,U2878,Weightlifting,568,2024-11-02,14.52,35
AL538,U1423,Weightlifting,379,2024-11-18,12.92,92
AL539,U2631,Running,637,2024-05-26,5.35,27
AL540,U197,Weightlifting,228,2024-02-12,19.51,62
AL541,U2878,Cycling,666,2024-06-15,16.47,75
AL542,U167,Cycling,377,2024-05-26,6.16,107
AL543,U2472,Cycling,94,2024-05-11,4.46,64
AL544,U865,Cycling,656,2024-02-04,3.84,32
AL545,U18,Running,412,2024-05-17,11.54,85
AL546,U126,Running,623,2024-06-27,17.85,57
AL547,U1055,Running,640,2024-07-17,13.4,24
AL548,U1711,Weightlifting,75,2024-05-28,2.15,71
AL549,U51,Weightlifting,229,2024-02-03,2.73,57
AL550,U18,Weightlifting,293,2024-02-29,4.53,96
AL551,U879,Weightlifting,697,2024-11-18,4.77,97
AL552,U1702,Weightlifting,465,2024-03-06,19.61,112
AL553,U1788,Cycling,482,2024-05-16,8.99,55
AL554,U1790,Weightlifting,64,2024-04-24,6.78,72
AL555,U2090,Cycling,562,2024-01-15,2.14,28
AL556,U740,Cycling,691,2024-02-25,1.7,66
AL557,U1729,Running,332,2024-06-29,18.91,92
AL558,U350,Weightlifting,437,2024-05-11,5.22,42
AL559,U2508,Cycling,108,2024-08-08,8.14,42
AL560,U192,Cycling,487,2024-03-06,18.8,24
AL561,U658,Weightlifting,706,2024-10-20,19.14,63
AL562,U2104,Running,95,2024-08-23,7.35,92
AL563,U590,Weightlifting,647,2024-02-28,14.68,36
AL564,U2851,Weightlifting,297,2024-09-12,19.11,41
AL565,U2190,Weightlifting,443,2024-03-04,18.31,52
AL566,U976,Weightlifting,113,2024-02-07,17.55,25
AL567,U374,Cycling,333,2024-01-20,14.93,109
AL568,U2456,Running,223,2024-01-28,4.4,62
AL569,U2583,Weightlifting,327,2024-09-04,19.88,117
AL570,U564,Running,397,2024-08-06,18.41,23
AL571,U1464,Weightlifting,668,2024-04-27,16.81,19
AL572,U725,Running,523,2024-01-27,14.22,22
AL573,U2404,Running,656,2024-01-10,12.9,30
AL574,U1589,Running,246,2024-10-09,1.17,55
AL575,U1871,Cycling,80,2024-07-14,12.89,101
AL576,U26,Cycling,329,2024-04-26,7.3,24
AL577,U790,Running,86,2024-11-25,4.46,101
AL578,U530,Cycling,648,2024-03-31,18.75,40
AL579,U734,Weightlifting,410,2024-10-07,16.49,15
AL580,U564,Cycling,172,2024-05-02,13.24,120
AL581,U165,Cycling,407,2024-05-16,19.33,10
AL582,U533,Weightlifting,125,2024-10-24,16.08,100
AL583,U729,Running,737,2024-10-23,11.11,72
AL584,U2024,Cycling,771,2024-07-24,13.39,62
AL585,U1879,Weightlifting,71,2024-07-18,5.9,113
AL586,U1183,Cycling,245,2024-01-24,13.62,62
AL587,U1843,Weightlifting,61,2024-06-10,10.88,22
AL588,U1235,Weightlifting,123,2024-11-11,14.81,20
AL589,U1854,Cycling,97,2024-05-10,17.69,42
AL590,U236,Running,623,2024-02-14,5.3,50
AL591,U611,Cycling,251,2024-09-03,17.73,73
AL592,U1744,Running,424,2024-09-07,6.16,24
AL593,U2767,Weightlifting,700,2024-04-26,14.44,21
AL594,U1398,Weightlifting,484,2024-10-04,7.17,58
AL595,U2862,Cycling,487,2024-01-01,11.21,28
AL596,U965,Weightlifting,244,2024-09-17,2.92,64
AL597,U2319,Cycling,641,2024-08-29,9.78,71
AL598,U411,Running,521,2024-11-04,15.22,16
AL599,U1031,Running,377,2024-06-21,1.77,64
AL600,U1776,Running,610,2024-10-25,15.96,107
AL601,U683,Cycling,265,2024-09-28,6.99,35
AL602,U2353,Running,224,2024-10-31,1.63,57
AL603,U2885,Cycling,604,2024-07-03,9.58,48
AL604,U34,Cycling,428,2024-02-03,18.33,14
AL605,U2757,Weightlifting,183,2024-08-01,18.92,37
AL606,U2599,Running,364,2024-01-22,12.94,48
AL607,U58,Running,213,2024-01-23,7.13,15
AL608,U1080,Cycling,550,2024-02-11,10.59,86
AL609,U2620,Weightlifting,96,2024-04-10,12.72,37
AL610,U2330,Running,524,2024-05-31,11.97,113
AL611,U745,Cycling,378,2024-05-06,17.81,36
AL612,U1079,Running,445,2024-01-10,13.1,42
AL613,U566,Weightlifting,372,2024-11-14,3.64,41
AL614,U1696,Weightlifting,403,2024-09-10,5.86,13
AL615,U2285,Weightlifting,662,2024-01-24,14.75,112
AL616,U2327,Running,756,2024-04-21,2.44,83
AL617,U1457,Weightlifting,693,2024-04-16,2.51,97
AL618,U177,Weightlifting,230,2024-04-15,10.99,15
AL619,U1121,Weightlifting,53,2024-10-24,17.9,108
AL620,U476,Cycling,87,2024-09-25,1.77,39
AL621,U1466,Running,713,2024-10-29,0.66,73
AL622,U2440,Cycling,498,2024-05-12,11.48,98
AL623,U1575,Running,700,2024-08-22,4.37,97
AL624,U350,Cycling,214,2024-08-23,11.04,76
AL625,U1663,Weightlifting,390,2024-06-25,11.07,95
AL626,U1430,Running,71,2024-04-11,4.68,103
AL627,U2659,Running,726,2024-11-01,8.01,96
AL628,U2231,Weightlifting,497,2024-01-17,18.44,81
AL629,U1029,Running,657,2024-07-26,1.27,58
AL630,U2337,Cycling,776,2024-05-29,5.38,107
AL631,U2138,Cycling,711,2024-01-23,5.59,43
AL632,U363,Weightlifting,699,2024-03-22,15.51,32
AL633,U1863,Weightlifting,390,2024-03-29,1.08,49
AL634,U485,Weightlifting,153,2024-01-09,16.42,42
AL635,U131,Weightlifting,398,2024-01-28,8.15,85
AL636,U180,Weightlifting,334,2024-05-18,1.92,59
AL637,U2146,Cycling,541,2024-09-21,7.97,57
AL638,U371,Running,211,2024-10-09,8.95,76
AL639,U1627,Cycling,723,2024-01-12,16.17,112
AL640,U202,Weightlifting,157,2024-03-29,16.31,59
AL641,U1780,Cycling,84,2024-03-27,19.17,16
AL642,U769,Running,651,2024-07-05,11.13,75
AL643,U879,Weightlifting,517,2024-09-19,7.76,105
AL644,U650,Running,332,2024-01-27,15.92,12
AL645,U407,Weightlifting,114,2024-11-22,14.57,45
AL646,U744,Cycling,437,2024-11-16,3.42,59
AL647,U140,Cycling,87,2024-09-11,16.88,112
AL648,U2437,Weightlifting,643,2024-06-28,10.4,111
AL649,U1364,Running,322,2024-03-14,9.26,51
AL650,U682,Running,263,2024-10-11,14.28,76
AL651,U1037,Cycling,218,2024-09-09,3.81,108
AL652,U1543,Cycling,719,2024-08-17,10.47,103
AL653,U1265,Cycling,126,2024-03-30,4.04,99
AL654,U109,Cycling,525,2024-05-21,8.8,29
AL655,U68,Weightlifting,284,2024-07-05,9.09,114
AL656,U1224,Weightlifting,403,2024-09-29,15.1,112
AL657,U235,Cycling,736,2024-09-23,8.93,22
AL658,U166,Cycling,135,2024-02-03,15.15,41
AL659,U1803,Weightlifting,793,2024-01-31,1,44
AL660,U2669,Weightlifting,429,2024-10-20,11.32,29
AL661,U254,Cycling,767,2024-01-06,2.38,71
AL662,U2713,Running,181,2024-05-28,9.07,19
AL663,U2249,Weightlifting,256,2024-07-27,0.55,23
AL664,U2611,Cycling,108,2024-07-18,2.74,112
AL665,U207,Cycling,648,2024-11-01,19.89,16
AL666,U1644,Cycling,84,2024-07-05,1.14,117
AL667,U620,Cycling,158,2024-04-25,16.13,86
AL668,U1688,Running,461,2024-01-19,0.87,43
AL669,U1294,Running,513,2024-02-05,14.59,52
AL670,U1557,Cycling,673,2024-09-18,2.49,17
AL671,U2744,Cycling,384,2024-04-10,6.17,91
AL672,U500,Running,342,2024-02-13,10.19,72
AL673,U1759,Cycling,512,2024-09-29,2.66,56
AL674,U266,Running,271,2024-02-27,14.33,101
AL675,U1858,Running,301,2024-11-14,4.87,69
AL676,U1458,Weightlifting,409,2024-11-12,16.76,74
AL677,U1457,Cycling,347,2024-10-16,4.35,46
AL678,U173,Weightlifting,300,2024-07-24,7.45,39
AL679,U980,Cycling,548,2024-02-04,16.8,42
AL680,U1677,Weightlifting,459,2024-04-21,16.16,52
AL681,U1719,Weightlifting,682,2024-08-30,1.93,11
AL682,U1313,Running,281,2024-06-09,6.72,65
AL683,U1986,Running,573,2024-06-01,6.9,79
AL684,U737,Cycling,793,2024-02-03,18.08,115
AL685,U1311,Cycling,107,2024-07-10,14.05,76
AL686,U2918,Weightlifting,231,2024-10-22,16.12,65
AL687,U579,Weightlifting,524,2024-04-29,14.92,98
AL688,U642,Cycling,574,2024-06-11,9.05,44
AL689,U498,Running,73,2024-02-08,17.68,23
AL690,U2270,Weightlifting,583,2024-11-20,0.61,101
AL691,U722,Running,244,2024-02-05,12.8,112
AL692,U1554,Running,601,2024-11-15,14.3,79
AL693,U171,Weightlifting,147,2024-11-12,5.79,19
AL694,U97,Cycling,219,2024-03-11,19.31,85
AL695,U2717,Cycling,206,2024-10-19,11.78,97
AL696,U660,Cycling,448,2024-03-30,3.84,84
AL697,U2503,Running,671,2024-02-02,18.55,102
AL698,U123,Running,645,2024-09-16,2.03,71
AL699,U900,Cycling,690,2024-10-04,10.97,79
AL700,U2237,Weightlifting,379,2024-08-31,17.97,43
AL701,U1338,Weightlifting,493,2024-06-26,16.21,102
AL702,U2793,Weightlifting,603,2024-10-11,12.06,64
AL703,U2575,Running,550,2024-05-28,3.06,57
AL704,U2,Running,577,2024-04-07,1.08,67
AL705,U575,Weightlifting,655,2024-10-28,16.41,110
AL706,U1887,Running,410,2024-08-29,19.9,112
AL707,U583,Weightlifting,517,2024-01-15,2.46,93
AL708,U1416,Running,180,2024-05-13,2.9,67
AL709,U1854,Weightlifting,341,2024-05-05,4.8,68
AL710,U2595,Cycling,385,2024-01-14,1.39,62
AL711,U312,Running,719,2024-04-15,12.84,28
AL712,U1515,Cycling,612,2024-08-24,12.77,98
AL713,U535,Cycling,570,2024-01-15,1.66,41
AL714,U1447,Cycling,371,2024-05-20,9.35,65
AL715,U546,Running,525,2024-03-25,13.89,64
AL716,U1929,Cycling,463,2024-05-07,17.63,32
AL717,U1386,Cycling,380,2024-06-05,14.37,102
AL718,U2009,Running,53,2024-01-21,16.25,24
AL719,U1886,Running,770,2024-05-19,7.29,74
AL720,U905,Weightlifting,165,2024-09-21,17.75,26
AL721,U1236,Running,150,2024-08-02,8.01,44
AL722,U145,Running,510,2024-07-18,14.54,86
AL723,U515,Running,737,2024-07-17,14.86,53
AL724,U2701,Running,217,2024-06-28,18.87,78
AL725,U1849,Cycling,765,2024-06-21,16.78,27
AL726,U907,Weightlifting,375,2024-03-24,3.89,30
AL727,U1113,Weightlifting,579,2024-07-14,16.53,45
AL728,U618,Running,481,2024-04-29,5.38,82
AL729,U2503,Weightlifting,779,2024-03-04,18.52,30
AL730,U890,Weightlifting,718,2024-04-09,3.17,49
AL731,U2709,Weightlifting,448,2024-08-07,9.65,114
AL732,U1814,Cycling,724,2024-10-05,8.75,113
AL733,U764,Running,509,2024-06-09,0.84,39
AL734,U1137,Running,199,2024-01-31,19.51,91
AL735,U899,Running,225,2024-03-19,10.5,39
AL736,U2024,Cycling,593,2024-09-13,19.43,13
AL737,U788,Cycling,304,2024-05-28,14.76,23
AL738,U2794,Cycling,255,2024-06-05,1,20
AL739,U2680,Running,475,2024-05-13,12.66,16
AL740,U35,Weightlifting,580,2024-01-23,5.6,75
AL741,U1169,Cycling,627,2024-09-09,3.64,36
AL742,U273,Cycling,436,2024-08-23,19.72,84
AL743,U842,Weightlifting,329,2024-11-11,6.65,48
AL744,U375,Running,759,2024-01-14,7.59,70
AL745,U759,Running,287,2024-07-17,14.25,19
AL746,U1817,Running,703,2024-03-22,12.35,67
AL747,U1165,Weightlifting,239,2024-01-07,16.24,72
AL748,U1829,Cycling,301,2024-02-16,5.57,50
AL749,U1022,Cycling,398,2024-01-06,10.98,61
AL750,U2121,Cycling,360,2024-08-14,1.48,113
AL751,U2571,Running,413,2024-08-02,3.4,72
AL752,U645,Running,550,2024-01-04,14.98,111
AL753,U522,Weightlifting,304,2024-06-25,1.93,55
AL754,U1628,Running,148,2024-04-17,9.45,77
AL755,U211,Cycling,567,2024-08-05,12,48
AL756,U676,Weightlifting,614,2024-03-15,14.75,77
AL757,U746,Weightlifting,795,2024-08-14,10.22,37
AL758,U1416,Weightlifting,363,2024-02-18,10.4,31
AL759,U331,Running,705,2024-07-15,19.59,111
AL760,U613,Weightlifting,554,2024-04-03,14.99,18
AL761,U2300,Running,265,2024-01-05,1.37,19
AL762,U2898,Weightlifting,428,2024-06-29,3.88,114
AL763,U1547,Running,669,2024-04-11,6.59,28
AL764,U915,Running,185,2024-03-31,6.46,44
AL765,U2141,Cycling,275,2024-10-20,10.37,82
AL766,U1282,Weightlifting,585,2024-05-29,14.38,88
AL767,U393,Running,582,2024-07-18,2.07,16
AL768,U1398,Weightlifting,474,2024-05-25,1.76,16
AL769,U568,Weightlifting,388,2024-02-28,7.67,36
AL770,U1330,Weightlifting,585,2024-03-06,1.28,85
AL771,U1050,Weightlifting,53,2024-02-03,15.19,39
AL772,U2628,Running,118,2024-04-10,16.32,82
AL773,U2537,Running,282,2024-09-04,12.8,85
AL774,U673,Cycling,564,2024-08-14,6.79,73
AL775,U2945,Running,433,2024-04-21,10.84,46
AL776,U754,Running,697,2024-02-20,5.56,82
AL777,U2173,Weightlifting,655,2024-07-20,14.31,98
AL778,U2894,Cycling,242,2024-09-09,7.02,117
AL779,U1318,Cycling,115,2024-10-12,19.26,93
AL780,U2530,Weightlifting,521,2024-10-17,7.38,69
AL781,U1852,Weightlifting,483,2024-01-23,8.55,65
AL782,U179,Running,344,2024-10-24,4.73,95
AL783,U820,Cycling,533,2024-09-30,11.54,88
AL784,U363,Cycling,743,2024-10-31,3.94,77
AL785,U573,Cycling,228,2024-09-20,10.66,100
AL786,U1091,Weightlifting,604,2024-05-14,5.1,91
AL787,U2367,Running,365,2024-05-13,19.75,88
AL788,U1762,Cycling,778,2024-08-27,8.42,29
AL789,U265,Running,437,2024-10-28,7.84,81
AL790,U1599,Cycling,478,2024-09-30,12.7,99
AL791,U540,Weightlifting,707,2024-10-27,7.34,67
AL792,U2407,Cycling,505,2024-04-27,14.94,77
AL793,U2738,Cycling,343,2024-10-10,19.12,53
AL794,U67,Running,477,2024-05-24,16.98,47
AL795,U152,Running,532,2024-09-19,1,10
AL796,U966,Running,240,2024-04-01,15.37,71
AL797,U1952,Cycling,113,2024-06-29,18.98,91
AL798,U682,Weightlifting,633,2024-07-18,16.83,37
AL799,U1335,Cycling,691,2024-01-03,7.69,30
AL800,U2334,Running,683,2024-09-21,6.74,50
AL801,U2509,Running,710,2024-11-13,3.69,24
AL802,U1184,Cycling,668,2024-11-26,17.03,98
AL803,U2064,Running,300,2024-04-17,13.41,23
AL804,U1993,Running,136,2024-03-03,14.33,110
AL805,U18,Running,636,2024-05-04,18.46,97
AL806,U1864,Running,602,2024-09-12,1.86,79
AL807,U1878,Cycling,681,2024-03-11,11.99,62
AL808,U458,Running,518,2024-09-02,9.09,65
AL809,U1702,Running,697,2024-11-09,12.6,70
AL810,U1842,Running,696,2024-02-11,12.11,103
AL811,U555,Weightlifting,313,2024-02-03,18.88,115
AL812,U1041,Weightlifting,621,2024-06-25,14.05,84
AL813,U2057,Running,323,2024-10-19,16.32,118
AL814,U2105,Cycling,507,2024-11-12,19.99,56
AL815,U1302,Cycling,209,2024-01-22,16.24,113
AL816,U1549,Cycling,425,2024-05-05,6.67,81
AL817,U170,Cycling,458,2024-02-12,13.93,25
AL818,U2599,Running,121,2024-10-01,9.43,111
AL819,U90,Weightlifting,307,2024-10-01,2.32,113
AL820,U1663,Weightlifting,754,2024-06-28,8.9,23
AL821,U1252,Running,476,2024-03-25,7.17,86
AL822,U1464,Weightlifting,711,2024-04-14,12.47,10
AL823,U1042,Weightlifting,497,2024-11-04,1.81,66
AL824,U2783,Cycling,606,2024-05-22,15.82,50
AL825,U516,Cycling,698,2024-04-20,5.48,62
AL826,U1570,Cycling,165,2024-07-15,2.61,28
AL827,U2620,Running,506,2024-07-11,11.74,35
AL828,U385,Running,372,2024-10-01,4.46,24
AL829,U505,Weightlifting,240,2024-11-10,1.28,82
AL830,U2863,Cycling,340,2024-08-01,13.82,25
AL831,U1640,Cycling,796,2024-02-17,5.3,88
AL832,U1826,Weightlifting,777,2024-10-22,9.59,40
AL833,U1735,Weightlifting,144,2024-01-15,13.06,60
AL834,U1995,Cycling,362,2024-10-08,19.25,87
AL835,U1383,Running,199,2024-04-06,18.34,19
AL836,U62,Weightlifting,403,2024-09-20,8.5,59
AL837,U1715,Cycling,450,2024-06-20,4.96,71
AL838,U78,Weightlifting,686,2024-01-15,1.52,118
AL839,U1798,Running,550,2024-09-14,5,107
AL840,U613,Running,708,2024-03-26,8.54,44
AL841,U1171,Running,600,2024-03-07,10.29,115
AL842,U423,Weightlifting,305,2024-05-05,19.98,66
AL843,U92,Running,417,2024-09-18,0.58,25
AL844,U2322,Cycling,579,2024-05-04,9.11,101
AL845,U231,Running,232,2024-04-09,5.54,102
AL846,U2789,Cycling,590,2024-07-26,4.52,100
AL847,U2394,Running,136,2024-07-01,13.42,75
AL848,U2496,Running,327,2024-02-21,0.67,14
AL849,U283,Cycling,670,2024-06-16,18.16,52
AL850,U380,Weightlifting,681,2024-01-05,7.75,52
AL851,U1976,Cycling,767,2024-09-26,4.03,59
AL852,U480,Cycling,325,2024-03-09,5.25,114
AL853,U1890,Running,504,2024-10-05,15.93,29
AL854,U2551,Running,582,2024-08-25,5.99,84
AL855,U2107,Running,351,2024-05-29,9.97,79
AL856,U197,Running,255,2024-05-22,5.46,77
AL857,U629,Weightlifting,377,2024-02-21,11.65,47
AL858,U470,Weightlifting,689,2024-10-15,19.7,54
AL859,U96,Weightlifting,632,2024-09-10,4.6,82
AL860,U2283,Running,492,2024-05-08,7.63,71
AL861,U574,Weightlifting,134,2024-06-19,4.81,99
AL862,U2088,Running,791,2024-04-20,7.79,101
AL863,U143,Weightlifting,129,2024-06-06,19.66,20
AL864,U2060,Weightlifting,430,2024-07-10,11.73,117
AL865,U100,Weightlifting,651,2024-08-16,18.99,81
AL866,U2323,Running,464,2024-08-16,12.23,49
AL867,U2024,Weightlifting,421,2024-09-14,7.92,85
AL868,U2138,Cycling,246,2024-10-12,18.86,34
AL869,U2877,Running,164,2024-04-28,0.78,29
AL870,U1239,Running,430,2024-07-11,16.35,95
AL871,U2995,Weightlifting,220,2024-11-07,13.59,83
AL872,U789,Weightlifting,639,2024-03-03,7.98,68
AL873,U1780,Weightlifting,356,2024-08-19,17.81,103
AL874,U581,Running,412,2024-03-24,3.96,76
AL875,U2844,Weightlifting,740,2024-04-04,6.68,55
AL876,U698,Cycling,522,2024-09-29,2.12,92
AL877,U537,Weightlifting,647,2024-08-01,19.62,80
AL878,U732,Running,429,2024-01-26,12.28,92
AL879,U51,Weightlifting,733,2024-08-07,16.56,15
AL880,U1019,Weightlifting,716,2024-07-25,5.4,96
AL881,U1772,Cycling,431,2024-01-02,15.21,35
AL882,U560,Running,196,2024-03-20,16.29,30
AL883,U128,Cycling,251,2024-05-13,13.23,79
AL884,U2969,Cycling,261,2024-02-03,4.35,80
AL885,U2184,Running,442,2024-04-01,17.22,50
AL886,U2526,Weightlifting,513,2024-10-17,11.77,32
AL887,U2927,Weightlifting,753,2024-09-12,18.61,36
AL888,U678,Cycling,708,2024-11-20,11.6,49
AL889,U208,Cycling,513,2024-09-03,16.45,15
AL890,U2582,Weightlifting,63,2024-11-20,14.22,16
AL891,U1835,Running,432,2024-02-28,19.2,21
AL892,U2493,Cycling,687,2024-10-21,9.41,15
AL893,U1557,Cycling,372,2024-04-06,4.97,42
AL894,U2811,Running,730,2024-09-24,15.56,30
AL895,U1037,Weightlifting,779,2024-02-18,10.92,114
AL896,U1506,Cycling,435,2024-08-18,3.94,23
AL897,U1503,Weightlifting,609,2024-09-10,1.75,112
AL898,U216,Cycling,645,2024-04-16,9.14,89
AL899,U485,Cycling,294,2024-03-08,7.68,113
AL900,U2993,Running,457,2024-04-06,0.91,36
AL901,U398,Running,462,2024-01-25,15.07,104
AL902,U1240,Cycling,407,2024-08-05,15.82,35
AL903,U1716,Weightlifting,798,2024-01-21,10.35,29
AL904,U2879,Running,295,2024-09-17,5.23,35
AL905,U2807,Cycling,101,2024-10-01,17.92,109
AL906,U1288,Weightlifting,176,2024-06-07,13.65,108
AL907,U1932,Running,510,2024-08-29,1.52,29
AL908,U689,Cycling,225,2024-06-12,18.85,98
AL909,U292,Weightlifting,112,2024-09-16,7.29,117
AL910,U1583,Weightlifting,725,2024-08-20,16.36,108
AL911,U2949,Cycling,788,2024-04-30,7.91,85
AL912,U1198,Cycling,540,2024-09-03,12.24,31
AL913,U255,Weightlifting,334,2024-07-11,11.25,97
AL914,U209,Cycling,638,2024-09-03,17.46,59
AL915,U2239,Weightlifting,474,2024-05-31,3.05,77
AL916,U1759,Running,704,2024-02-14,19.55,44
AL917,U2282,Running,667,2024-03-19,9.17,107
AL918,U2909,Running,257,2024-11-10,9.08,96
AL919,U2026,Cycling,183,2024-08-13,12.22,97
AL920,U2481,Running,376,2024-11-22,9.41,40
AL921,U2989,Running,360,2024-11-04,4.64,41
AL922,U178,Cycling,283,2024-05-04,6.54,15
AL923,U2696,Cycling,615,2024-10-20,7.25,54
AL924,U699,Cycling,613,2024-07-25,13.47,39
AL925,U1373,Weightlifting,434,2024-08-21,19.32,50
AL926,U2448,Weightlifting,762,2024-06-09,15.97,97
AL927,U498,Cycling,418,2024-04-26,5.55,99
AL928,U1991,Running,494,2024-06-23,8.71,51
AL929,U872,Running,181,2024-03-07,11.72,52
AL930,U1802,Weightlifting,687,2024-01-04,8.56,89
AL931,U632,Weightlifting,247,2024-04-05,13.31,27
AL932,U2090,Cycling,793,2024-02-10,5.7,45
AL933,U874,Running,72,2024-11-02,19.36,100
AL934,U467,Weightlifting,607,2024-04-24,10.23,93
AL935,U2496,Weightlifting,776,2024-01-14,12.49,92
AL936,U2626,Cycling,475,2024-02-07,13.67,70
AL937,U2454,Cycling,463,2024-09-17,16.16,52
AL938,U604,Running,553,2024-10-17,16.43,16
AL939,U1942,Running,170,2024-02-07,5.73,42
AL940,U1267,Cycling,288,2024-04-11,1.8,37
AL941,U86,Running,288,2024-02-23,13.98,38
AL942,U488,Cycling,428,2024-07-02,5.5,59
AL943,U401,Weightlifting,696,2024-08-11,11.04,42
AL944,U1727,Running,243,2024-07-03,13.19,90
AL945,U2769,Weightlifting,329,2024-05-14,11.45,25
AL946,U2548,Running,256,2024-09-05,2.47,53
AL947,U1646,Cycling,657,2024-11-19,16.87,12
AL948,U56,Cycling,435,2024-06-21,11.18,19
AL949,U2131,Running,543,2024-11-12,4.14,42
AL950,U2835,Cycling,331,2024-10-17,3.27,29
AL951,U2051,Cycling,250,2024-05-31,9.92,109
AL952,U2154,Cycling,728,2024-11-22,1.85,110
AL953,U481,Running,546,2024-10-20,8.36,36
AL954,U2269,Weightlifting,212,2024-08-31,3.97,112
AL955,U1224,Cycling,723,2024-05-24,13.08,87
AL956,U2712,Weightlifting,795,2024-04-22,14.52,41
AL957,U343,Weightlifting,767,2024-09-02,19.86,29
AL958,U1761,Weightlifting,422,2024-07-18,16.74,25
AL959,U538,Weightlifting,280,2024-01-15,13.01,13
AL960,U1076,Cycling,530,2024-11-06,8.38,30
AL961,U598,Weightlifting,411,2024-07-04,2.31,31
AL962,U1963,Running,251,2024-05-01,10.42,73
AL963,U2499,Cycling,732,2024-07-01,0.97,22
AL964,U1548,Running,294,2024-08-30,14.08,56
AL965,U449,Weightlifting,344,2024-09-04,7.1,57
AL966,U1664,Cycling,705,2024-02-29,3.66,95
AL967,U821,Running,370,2024-11-18,9.17,92
AL968,U476,Cycling,423,2024-03-03,9.18,34
AL969,U2215,Cycling,63,2024-10-03,3.19,81
AL970,U174,Running,435,2024-05-20,19.15,79
AL971,U2591,Weightlifting,782,2024-06-04,2.12,22
AL972,U1652,Running,454,2024-08-17,10.02,36
AL973,U361,Cycling,660,2024-03-21,3.07,80
AL974,U2548,Cycling,388,2024-09-02,8.75,34
AL975,U1035,Cycling,542,2024-06-24,13.8,89
AL976,U407,Cycling,331,2024-08-19,17.47,105
AL977,U564,Weightlifting,665,2024-03-04,5.59,12
AL978,U1119,Cycling,436,2024-02-24,1.75,93
AL979,U265,Weightlifting,302,2024-07-30,17.37,108
AL980,U1768,Cycling,336,2024-05-01,6.93,91
AL981,U452,Running,626,2024-08-29,11.93,113
AL982,U5,Running,562,2024-01-06,2.1,22
AL983,U368,Weightlifting,141,2024-10-18,12.76,41
AL984,U2308,Running,590,2024-01-19,13.65,52
AL985,U1851,Cycling,545,2024-04-21,14.76,81
AL986,U108,Running,679,2024-11-16,19.68,66
AL987,U496,Running,441,2024-08-12,10.12,33
AL988,U69,Running,546,2024-09-06,8.27,54
AL989,U2858,Weightlifting,226,2024-07-30,3.05,92
AL990,U1689,Weightlifting,630,2024-03-17,18.11,101
AL991,U1646,Cycling,543,2024-09-19,6.84,35
AL992,U1804,Weightlifting,611,2024-03-15,3.2,78
AL993,U2194,Weightlifting,307,2024-01-17,3.44,58
AL994,U43,Weightlifting,213,2024-03-26,5.44,35
AL995,U1130,Running,193,2024-04-11,1.1,115
AL996,U2950,Cycling,291,2024-05-08,8.03,53
AL997,U1966,Running,153,2024-08-27,14.67,64
AL998,U423,Running,350,2024-05-23,9.04,30
AL999,U220,Weightlifting,293,2024-10-08,19.04,93
