LogID,UserID,MealName,CalorieCount,Macronutrients,MealCategory,DateLogged
NL287,U1317,dream,928,"Carbs: 18, Proteins: 50, Fats: 27",Snack,2024-08-19
NL288,U635,around,1353,"Carbs: 75, Proteins: 12, Fats: 6",Dinner,2024-05-12
NL289,U2434,generation,1027,"Carbs: 23, Proteins: 31, Fats: 14",Dinner,2024-10-28
NL290,U2854,laugh,1139,"Carbs: 44, Proteins: 46, Fats: 25",Lunch,2024-09-23
NL291,U1474,speak,593,"Carbs: 54, Proteins: 35, Fats: 27",Lunch,2024-10-22
NL292,U2932,me,1402,"Carbs: 30, Proteins: 21, Fats: 16",Breakfast,2024-03-02
NL293,U1691,carry,1096,"Carbs: 86, Proteins: 21, Fats: 21",Snack,2024-01-13
NL294,U2825,piece,468,"Carbs: 52, Proteins: 33, Fats: 29",Snack,2024-07-03
NL295,U1989,soon,991,"Carbs: 83, Proteins: 50, Fats: 13",Dinner,2024-07-17
NL296,U199,worry,1497,"Carbs: 68, Proteins: 48, Fats: 13",Dinner,2024-06-18
NL297,U1735,enter,1218,"Carbs: 44, Proteins: 36, Fats: 21",Snack,2024-01-18
NL298,U323,enter,797,"Carbs: 70, Proteins: 26, Fats: 26",Dinner,2024-08-08
NL299,U873,buy,1049,"Carbs: 86, Proteins: 24, Fats: 25",Lunch,2024-03-27
NL300,U2741,hard,1427,"Carbs: 23, Proteins: 12, Fats: 11",Dinner,2024-08-29
NL301,U1539,expect,923,"Carbs: 95, Proteins: 47, Fats: 27",Lunch,2024-06-27
NL302,U591,final,1023,"Carbs: 14, Proteins: 22, Fats: 5",Dinner,2024-06-02
NL303,U2258,prove,1114,"Carbs: 46, Proteins: 26, Fats: 29",Lunch,2024-01-20
NL304,U906,reduce,639,"Carbs: 62, Proteins: 24, Fats: 24",Dinner,2024-06-27
NL305,U671,what,937,"Carbs: 99, Proteins: 47, Fats: 16",Dinner,2024-06-11
NL306,U1921,husband,1481,"Carbs: 89, Proteins: 38, Fats: 6",Lunch,2024-07-03
NL307,U488,dark,1432,"Carbs: 99, Proteins: 50, Fats: 18",Lunch,2024-04-29
NL308,U412,important,1102,"Carbs: 21, Proteins: 47, Fats: 26",Dinner,2024-04-14
NL309,U604,eye,1307,"Carbs: 26, Proteins: 37, Fats: 27",Lunch,2024-01-04
NL310,U2695,figure,438,"Carbs: 15, Proteins: 10, Fats: 10",Snack,2024-06-29
NL311,U81,and,503,"Carbs: 25, Proteins: 30, Fats: 26",Dinner,2024-03-13
NL312,U663,feel,949,"Carbs: 77, Proteins: 10, Fats: 23",Snack,2024-09-25
NL313,U2429,else,807,"Carbs: 31, Proteins: 22, Fats: 29",Snack,2024-01-23
NL314,U1226,especially,1019,"Carbs: 46, Proteins: 38, Fats: 23",Breakfast,2024-05-08
NL315,U2036,stage,1374,"Carbs: 97, Proteins: 33, Fats: 12",Breakfast,2024-11-12
NL316,U465,continue,732,"Carbs: 67, Proteins: 39, Fats: 24",Lunch,2024-09-30
NL317,U2137,know,319,"Carbs: 51, Proteins: 32, Fats: 14",Breakfast,2024-05-18
NL318,U2495,class,1021,"Carbs: 89, Proteins: 15, Fats: 19",Snack,2024-09-24
NL319,U2290,whatever,1388,"Carbs: 11, Proteins: 17, Fats: 10",Breakfast,2024-10-07
NL320,U2689,pretty,1178,"Carbs: 75, Proteins: 16, Fats: 12",Snack,2024-10-05
NL321,U108,case,681,"Carbs: 31, Proteins: 12, Fats: 29",Snack,2024-11-03
NL322,U2903,have,1244,"Carbs: 97, Proteins: 31, Fats: 16",Lunch,2024-09-25
NL323,U252,pretty,851,"Carbs: 69, Proteins: 40, Fats: 18",Dinner,2024-08-15
NL324,U683,would,484,"Carbs: 48, Proteins: 17, Fats: 8",Dinner,2024-01-12
NL325,U303,fish,1324,"Carbs: 93, Proteins: 13, Fats: 24",Snack,2024-01-16
NL326,U1075,without,1315,"Carbs: 47, Proteins: 39, Fats: 17",Lunch,2024-03-30
NL327,U688,hair,428,"Carbs: 66, Proteins: 19, Fats: 10",Breakfast,2024-05-08
NL328,U1978,agency,483,"Carbs: 27, Proteins: 27, Fats: 17",Snack,2024-04-01
NL329,U975,these,429,"Carbs: 69, Proteins: 37, Fats: 25",Breakfast,2024-03-19
NL330,U2168,have,1262,"Carbs: 99, Proteins: 10, Fats: 29",Breakfast,2024-01-12
NL331,U421,water,643,"Carbs: 61, Proteins: 49, Fats: 23",Dinner,2024-03-08
NL332,U2671,carry,506,"Carbs: 51, Proteins: 39, Fats: 16",Breakfast,2024-02-15
NL333,U2915,number,1200,"Carbs: 82, Proteins: 37, Fats: 7",Dinner,2024-02-10
NL334,U2438,brother,246,"Carbs: 42, Proteins: 23, Fats: 10",Lunch,2024-07-25
NL335,U2948,course,262,"Carbs: 72, Proteins: 13, Fats: 13",Snack,2024-02-16
NL336,U2545,risk,445,"Carbs: 92, Proteins: 13, Fats: 15",Lunch,2024-02-04
NL337,U2575,development,1312,"Carbs: 89, Proteins: 11, Fats: 8",Breakfast,2024-02-08
NL338,U597,gun,429,"Carbs: 46, Proteins: 15, Fats: 17",Snack,2024-09-29
NL339,U1825,material,1422,"Carbs: 84, Proteins: 39, Fats: 30",Snack,2024-05-31
NL340,U1,field,1219,"Carbs: 47, Proteins: 34, Fats: 14",Lunch,2024-11-20
NL341,U2521,want,996,"Carbs: 73, Proteins: 43, Fats: 24",Lunch,2024-02-03
NL342,U1595,run,617,"Carbs: 43, Proteins: 34, Fats: 11",Dinner,2024-02-17
NL343,U515,nearly,702,"Carbs: 75, Proteins: 25, Fats: 28",Breakfast,2024-04-30
NL344,U1013,total,580,"Carbs: 30, Proteins: 39, Fats: 27",Snack,2024-05-04
NL345,U125,inside,702,"Carbs: 58, Proteins: 11, Fats: 6",Dinner,2024-11-19
NL346,U131,home,861,"Carbs: 62, Proteins: 11, Fats: 19",Breakfast,2024-04-20
NL347,U2569,agency,991,"Carbs: 73, Proteins: 15, Fats: 11",Snack,2024-04-16
NL348,U2166,water,828,"Carbs: 53, Proteins: 33, Fats: 10",Snack,2024-10-01
NL349,U382,work,205,"Carbs: 39, Proteins: 13, Fats: 24",Dinner,2024-02-14
NL350,U1618,no,229,"Carbs: 69, Proteins: 12, Fats: 5",Snack,2024-03-31
NL351,U861,there,746,"Carbs: 10, Proteins: 21, Fats: 11",Dinner,2024-11-23
NL352,U1229,while,396,"Carbs: 40, Proteins: 12, Fats: 22",Snack,2024-08-12
NL353,U93,from,1435,"Carbs: 56, Proteins: 17, Fats: 13",Snack,2024-02-14
NL354,U494,produce,596,"Carbs: 28, Proteins: 31, Fats: 28",Snack,2024-04-20
NL355,U1982,cut,773,"Carbs: 35, Proteins: 21, Fats: 15",Breakfast,2024-07-23
NL356,U1199,smile,271,"Carbs: 11, Proteins: 26, Fats: 15",Dinner,2024-02-29
NL357,U101,walk,1254,"Carbs: 58, Proteins: 10, Fats: 10",Lunch,2024-07-04
NL358,U496,pull,252,"Carbs: 73, Proteins: 44, Fats: 6",Dinner,2024-06-25
NL359,U2921,such,337,"Carbs: 57, Proteins: 39, Fats: 29",Snack,2024-01-30
NL360,U532,seat,976,"Carbs: 13, Proteins: 45, Fats: 20",Snack,2024-04-15
NL361,U1207,international,1488,"Carbs: 85, Proteins: 18, Fats: 5",Dinner,2024-09-15
NL362,U863,heart,715,"Carbs: 12, Proteins: 39, Fats: 15",Dinner,2024-11-16
NL363,U407,cause,1299,"Carbs: 75, Proteins: 13, Fats: 11",Dinner,2024-01-29
NL364,U1257,stop,859,"Carbs: 41, Proteins: 22, Fats: 28",Lunch,2024-04-12
NL365,U138,around,1195,"Carbs: 88, Proteins: 35, Fats: 9",Snack,2024-02-27
NL366,U1127,us,614,"Carbs: 41, Proteins: 13, Fats: 15",Breakfast,2024-11-17
NL367,U1015,mean,1094,"Carbs: 94, Proteins: 10, Fats: 19",Lunch,2024-04-05
NL368,U2853,now,1406,"Carbs: 13, Proteins: 45, Fats: 14",Lunch,2024-03-30
NL369,U757,shake,1028,"Carbs: 39, Proteins: 11, Fats: 13",Breakfast,2024-02-16
NL370,U1005,country,351,"Carbs: 41, Proteins: 19, Fats: 13",Breakfast,2024-01-12
NL371,U303,social,398,"Carbs: 72, Proteins: 17, Fats: 29",Breakfast,2024-02-24
NL372,U359,baby,842,"Carbs: 99, Proteins: 39, Fats: 22",Breakfast,2024-06-01
NL373,U639,understand,425,"Carbs: 84, Proteins: 39, Fats: 19",Lunch,2024-04-14
NL374,U2509,itself,1238,"Carbs: 83, Proteins: 45, Fats: 15",Dinner,2024-03-28
NL375,U536,million,943,"Carbs: 45, Proteins: 49, Fats: 22",Breakfast,2024-06-12
NL376,U27,course,386,"Carbs: 37, Proteins: 25, Fats: 26",Breakfast,2024-03-12
NL377,U2920,camera,1159,"Carbs: 69, Proteins: 50, Fats: 20",Dinner,2024-05-24
NL378,U1740,right,712,"Carbs: 63, Proteins: 30, Fats: 5",Lunch,2024-01-16
NL379,U869,past,348,"Carbs: 44, Proteins: 30, Fats: 12",Lunch,2024-06-30
NL380,U2200,question,346,"Carbs: 50, Proteins: 40, Fats: 14",Breakfast,2024-08-14
NL381,U2564,positive,342,"Carbs: 12, Proteins: 41, Fats: 23",Snack,2024-07-15
NL382,U2147,old,503,"Carbs: 77, Proteins: 27, Fats: 24",Lunch,2024-03-25
NL383,U2861,cost,609,"Carbs: 80, Proteins: 38, Fats: 22",Breakfast,2024-02-10
NL384,U2870,condition,980,"Carbs: 77, Proteins: 11, Fats: 23",Snack,2024-01-14
NL385,U832,baby,670,"Carbs: 100, Proteins: 26, Fats: 26",Dinner,2024-02-21
NL386,U187,prevent,520,"Carbs: 71, Proteins: 32, Fats: 24",Snack,2024-09-11
NL387,U2149,nature,961,"Carbs: 62, Proteins: 38, Fats: 28",Dinner,2024-11-12
NL388,U719,four,1325,"Carbs: 95, Proteins: 50, Fats: 11",Lunch,2024-08-26
NL389,U2595,someone,291,"Carbs: 21, Proteins: 14, Fats: 28",Lunch,2024-11-08
NL390,U2207,reason,722,"Carbs: 24, Proteins: 38, Fats: 10",Snack,2024-06-08
NL391,U894,section,1226,"Carbs: 49, Proteins: 50, Fats: 14",Lunch,2024-03-28
NL392,U2656,hit,865,"Carbs: 95, Proteins: 21, Fats: 25",Snack,2024-04-16
NL393,U2403,information,717,"Carbs: 27, Proteins: 39, Fats: 6",Lunch,2024-02-12
NL394,U1351,laugh,499,"Carbs: 42, Proteins: 30, Fats: 26",Dinner,2024-07-24
NL395,U1820,first,238,"Carbs: 92, Proteins: 49, Fats: 28",Dinner,2024-03-30
NL396,U2536,here,756,"Carbs: 39, Proteins: 14, Fats: 24",Dinner,2024-10-01
NL397,U170,enough,1375,"Carbs: 69, Proteins: 47, Fats: 25",Dinner,2024-01-25
NL398,U1673,hot,1270,"Carbs: 90, Proteins: 50, Fats: 19",Snack,2024-04-26
NL399,U2652,let,928,"Carbs: 35, Proteins: 45, Fats: 19",Snack,2024-10-23
NL400,U2295,your,290,"Carbs: 11, Proteins: 16, Fats: 25",Snack,2024-01-27
NL401,U1732,manage,1138,"Carbs: 72, Proteins: 25, Fats: 23",Dinner,2024-04-11
NL402,U2315,week,724,"Carbs: 30, Proteins: 48, Fats: 15",Lunch,2024-07-24
NL403,U1341,Congress,1225,"Carbs: 34, Proteins: 22, Fats: 10",Lunch,2024-06-30
NL404,U1811,everyone,1312,"Carbs: 72, Proteins: 21, Fats: 23",Breakfast,2024-10-01
NL405,U502,must,1093,"Carbs: 79, Proteins: 50, Fats: 11",Lunch,2024-10-15
NL406,U2229,hot,671,"Carbs: 16, Proteins: 28, Fats: 24",Dinner,2024-04-11
NL407,U2114,customer,1393,"Carbs: 33, Proteins: 17, Fats: 20",Dinner,2024-09-20
NL408,U2704,while,1107,"Carbs: 61, Proteins: 27, Fats: 28",Breakfast,2024-07-20
NL409,U2202,still,696,"Carbs: 83, Proteins: 28, Fats: 28",Breakfast,2024-06-29
NL410,U1851,onto,866,"Carbs: 60, Proteins: 47, Fats: 10",Dinner,2024-07-11
NL411,U531,truth,545,"Carbs: 72, Proteins: 14, Fats: 30",Breakfast,2024-03-11
NL412,U2784,community,387,"Carbs: 81, Proteins: 45, Fats: 18",Dinner,2024-05-07
NL413,U836,require,1193,"Carbs: 18, Proteins: 42, Fats: 14",Snack,2024-01-23
NL414,U2387,box,328,"Carbs: 55, Proteins: 36, Fats: 27",Snack,2024-07-21
NL415,U698,rest,228,"Carbs: 61, Proteins: 33, Fats: 5",Breakfast,2024-07-29
NL416,U2761,commercial,442,"Carbs: 26, Proteins: 47, Fats: 20",Lunch,2024-01-06
NL417,U2666,so,778,"Carbs: 35, Proteins: 42, Fats: 18",Dinner,2024-03-21
NL418,U2449,particularly,530,"Carbs: 62, Proteins: 36, Fats: 28",Dinner,2024-02-05
NL419,U470,rise,453,"Carbs: 32, Proteins: 32, Fats: 19",Dinner,2024-06-11
NL420,U690,onto,294,"Carbs: 30, Proteins: 26, Fats: 14",Breakfast,2024-11-03
NL421,U1984,fly,542,"Carbs: 56, Proteins: 18, Fats: 18",Breakfast,2024-10-27
NL422,U2586,five,1114,"Carbs: 29, Proteins: 25, Fats: 8",Breakfast,2024-01-26
NL423,U486,set,203,"Carbs: 81, Proteins: 19, Fats: 27",Dinner,2024-04-21
NL424,U2568,myself,809,"Carbs: 22, Proteins: 42, Fats: 18",Dinner,2024-05-20
NL425,U897,whatever,654,"Carbs: 96, Proteins: 13, Fats: 16",Snack,2024-04-30
NL426,U672,agency,959,"Carbs: 11, Proteins: 21, Fats: 5",Dinner,2024-07-19
NL427,U1060,into,662,"Carbs: 85, Proteins: 27, Fats: 15",Snack,2024-11-18
NL428,U806,market,385,"Carbs: 89, Proteins: 14, Fats: 20",Dinner,2024-11-14
NL429,U2434,similar,896,"Carbs: 39, Proteins: 15, Fats: 20",Dinner,2024-07-10
NL430,U813,realize,276,"Carbs: 47, Proteins: 34, Fats: 25",Breakfast,2024-01-13
NL431,U2496,near,895,"Carbs: 43, Proteins: 27, Fats: 17",Snack,2024-07-06
NL432,U2703,school,1019,"Carbs: 63, Proteins: 23, Fats: 13",Dinner,2024-08-08
NL433,U1507,rule,535,"Carbs: 12, Proteins: 13, Fats: 18",Lunch,2024-09-09
NL434,U2954,character,1048,"Carbs: 17, Proteins: 22, Fats: 11",Snack,2024-11-07
NL435,U607,show,530,"Carbs: 23, Proteins: 28, Fats: 14",Snack,2024-03-12
NL436,U1536,will,541,"Carbs: 24, Proteins: 27, Fats: 18",Breakfast,2024-05-11
NL437,U1608,what,1177,"Carbs: 23, Proteins: 45, Fats: 27",Breakfast,2024-03-09
NL438,U801,price,275,"Carbs: 88, Proteins: 49, Fats: 22",Dinner,2024-05-04
NL439,U548,three,830,"Carbs: 99, Proteins: 48, Fats: 24",Breakfast,2024-08-17
NL440,U2335,food,418,"Carbs: 16, Proteins: 34, Fats: 13",Breakfast,2024-05-23
NL441,U1173,total,956,"Carbs: 79, Proteins: 32, Fats: 19",Snack,2024-10-05
NL442,U2052,behavior,515,"Carbs: 69, Proteins: 25, Fats: 19",Snack,2024-06-04
NL443,U807,street,553,"Carbs: 80, Proteins: 31, Fats: 10",Snack,2024-04-28
NL444,U853,Congress,210,"Carbs: 100, Proteins: 18, Fats: 11",Dinner,2024-11-06
NL445,U977,program,469,"Carbs: 89, Proteins: 50, Fats: 15",Lunch,2024-07-29
NL446,U1474,condition,1078,"Carbs: 88, Proteins: 50, Fats: 28",Lunch,2024-09-17
NL447,U1131,century,578,"Carbs: 29, Proteins: 39, Fats: 24",Snack,2024-03-30
NL448,U11,group,695,"Carbs: 90, Proteins: 39, Fats: 5",Breakfast,2024-07-11
NL449,U533,whole,955,"Carbs: 78, Proteins: 24, Fats: 13",Breakfast,2024-01-28
NL450,U196,small,626,"Carbs: 41, Proteins: 43, Fats: 19",Dinner,2024-04-07
NL451,U2678,data,476,"Carbs: 70, Proteins: 31, Fats: 16",Lunch,2024-07-27
NL452,U744,enter,1261,"Carbs: 76, Proteins: 33, Fats: 24",Lunch,2024-05-07
NL453,U154,health,403,"Carbs: 57, Proteins: 49, Fats: 28",Snack,2024-04-02
NL454,U363,vote,577,"Carbs: 24, Proteins: 25, Fats: 16",Breakfast,2024-04-05
NL455,U1837,of,815,"Carbs: 44, Proteins: 50, Fats: 6",Snack,2024-11-09
NL456,U1945,though,637,"Carbs: 64, Proteins: 48, Fats: 9",Dinner,2024-02-09
NL457,U2532,letter,534,"Carbs: 78, Proteins: 34, Fats: 10",Lunch,2024-08-08
NL458,U477,attack,1390,"Carbs: 56, Proteins: 33, Fats: 19",Snack,2024-05-06
NL459,U1560,to,1435,"Carbs: 49, Proteins: 32, Fats: 5",Lunch,2024-05-18
NL460,U1780,save,299,"Carbs: 34, Proteins: 38, Fats: 17",Snack,2024-07-31
NL461,U1385,find,674,"Carbs: 14, Proteins: 40, Fats: 18",Dinner,2024-02-15
NL462,U1736,though,827,"Carbs: 98, Proteins: 23, Fats: 23",Breakfast,2024-06-12
NL463,U1122,create,836,"Carbs: 28, Proteins: 32, Fats: 20",Breakfast,2024-01-09
NL464,U1005,effort,502,"Carbs: 91, Proteins: 43, Fats: 15",Snack,2024-05-15
NL465,U5,rich,413,"Carbs: 47, Proteins: 29, Fats: 12",Snack,2024-07-20
NL466,U868,continue,573,"Carbs: 75, Proteins: 45, Fats: 21",Breakfast,2024-03-09
NL467,U2567,beyond,777,"Carbs: 25, Proteins: 45, Fats: 23",Dinner,2024-05-27
NL468,U914,ago,1497,"Carbs: 83, Proteins: 16, Fats: 10",Breakfast,2024-08-12
NL469,U2079,base,247,"Carbs: 52, Proteins: 26, Fats: 18",Lunch,2024-11-11
NL470,U2100,sell,1372,"Carbs: 86, Proteins: 23, Fats: 17",Lunch,2024-10-08
NL471,U690,relate,936,"Carbs: 16, Proteins: 22, Fats: 22",Lunch,2024-01-03
NL472,U2136,how,1324,"Carbs: 100, Proteins: 23, Fats: 28",Lunch,2024-09-26
NL473,U1018,production,238,"Carbs: 23, Proteins: 50, Fats: 5",Lunch,2024-10-26
NL474,U2540,and,1428,"Carbs: 22, Proteins: 49, Fats: 19",Lunch,2024-02-05
NL475,U1878,test,288,"Carbs: 31, Proteins: 30, Fats: 16",Snack,2024-09-28
NL476,U1682,administration,803,"Carbs: 83, Proteins: 24, Fats: 9",Snack,2024-03-10
NL477,U300,professor,1346,"Carbs: 63, Proteins: 31, Fats: 14",Lunch,2024-05-01
NL478,U2303,single,323,"Carbs: 35, Proteins: 22, Fats: 26",Breakfast,2024-10-31
NL479,U731,growth,1392,"Carbs: 42, Proteins: 12, Fats: 13",Dinner,2024-07-16
NL480,U2936,will,516,"Carbs: 91, Proteins: 38, Fats: 15",Breakfast,2024-09-13
NL481,U2380,moment,419,"Carbs: 14, Proteins: 24, Fats: 20",Breakfast,2024-07-30
NL482,U223,senior,1443,"Carbs: 94, Proteins: 36, Fats: 20",Breakfast,2024-09-26
NL483,U53,high,645,"Carbs: 90, Proteins: 48, Fats: 15",Breakfast,2024-02-02
NL484,U1505,no,333,"Carbs: 22, Proteins: 30, Fats: 19",Snack,2024-07-21
NL485,U2367,simple,417,"Carbs: 87, Proteins: 10, Fats: 14",Snack,2024-11-21
NL486,U2740,heart,686,"Carbs: 66, Proteins: 19, Fats: 7",Breakfast,2024-03-01
NL487,U1657,organization,1288,"Carbs: 98, Proteins: 41, Fats: 29",Lunch,2024-10-09
NL488,U2247,stand,1460,"Carbs: 75, Proteins: 11, Fats: 10",Breakfast,2024-07-05
NL489,U2424,thank,515,"Carbs: 30, Proteins: 38, Fats: 15",Breakfast,2024-06-14
NL490,U1032,back,827,"Carbs: 44, Proteins: 12, Fats: 8",Dinner,2024-04-07
NL491,U2414,you,635,"Carbs: 95, Proteins: 12, Fats: 11",Breakfast,2024-06-11
NL492,U1695,force,1364,"Carbs: 29, Proteins: 38, Fats: 20",Breakfast,2024-11-07
NL493,U1609,state,406,"Carbs: 35, Proteins: 44, Fats: 23",Breakfast,2024-09-09
NL494,U1195,become,374,"Carbs: 15, Proteins: 24, Fats: 29",Lunch,2024-10-26
NL495,U2132,institution,242,"Carbs: 20, Proteins: 49, Fats: 24",Snack,2024-02-25
NL496,U2653,still,1274,"Carbs: 21, Proteins: 39, Fats: 27",Dinner,2024-10-28
NL497,U858,building,696,"Carbs: 24, Proteins: 17, Fats: 18",Lunch,2024-08-08
NL498,U2430,on,270,"Carbs: 28, Proteins: 22, Fats: 21",Dinner,2024-05-04
NL499,U2106,choose,474,"Carbs: 33, Proteins: 50, Fats: 18",Dinner,2024-05-17
NL500,U1811,seven,1125,"Carbs: 37, Proteins: 34, Fats: 21",Lunch,2024-09-27
NL501,U15,usually,948,"Carbs: 39, Proteins: 40, Fats: 8",Dinner,2024-01-16
NL502,U2791,rise,614,"Carbs: 42, Proteins: 26, Fats: 23",Snack,2024-08-24
NL503,U2797,name,389,"Carbs: 60, Proteins: 12, Fats: 20",Lunch,2024-10-03
NL504,U1684,fast,715,"Carbs: 54, Proteins: 46, Fats: 8",Dinner,2024-07-29
NL505,U387,where,553,"Carbs: 36, Proteins: 18, Fats: 13",Lunch,2024-02-14
NL506,U2842,activity,1306,"Carbs: 50, Proteins: 28, Fats: 7",Lunch,2024-04-15
NL507,U2608,suggest,998,"Carbs: 97, Proteins: 42, Fats: 28",Breakfast,2024-07-04
NL508,U53,daughter,1077,"Carbs: 61, Proteins: 48, Fats: 10",Dinner,2024-02-02
NL509,U382,industry,1242,"Carbs: 31, Proteins: 15, Fats: 21",Dinner,2024-04-26
NL510,U2086,position,1349,"Carbs: 72, Proteins: 48, Fats: 24",Breakfast,2024-10-24
NL511,U2358,address,773,"Carbs: 89, Proteins: 50, Fats: 19",Lunch,2024-01-27
NL512,U1167,resource,1069,"Carbs: 20, Proteins: 24, Fats: 7",Lunch,2024-09-05
NL513,U2991,hospital,1480,"Carbs: 65, Proteins: 29, Fats: 28",Snack,2024-08-30
NL514,U2313,relationship,870,"Carbs: 61, Proteins: 22, Fats: 12",Lunch,2024-01-02
NL515,U1649,no,1177,"Carbs: 39, Proteins: 31, Fats: 15",Dinner,2024-08-03
NL516,U903,social,1365,"Carbs: 30, Proteins: 29, Fats: 28",Snack,2024-08-18
NL517,U266,up,293,"Carbs: 72, Proteins: 36, Fats: 17",Lunch,2024-08-31
NL518,U2918,north,985,"Carbs: 62, Proteins: 30, Fats: 10",Breakfast,2024-11-26
NL519,U744,environmental,948,"Carbs: 11, Proteins: 17, Fats: 8",Breakfast,2024-11-02
NL520,U798,name,229,"Carbs: 55, Proteins: 45, Fats: 24",Breakfast,2024-05-08
NL521,U2555,unit,422,"Carbs: 41, Proteins: 19, Fats: 17",Breakfast,2024-07-07
NL522,U497,full,895,"Carbs: 13, Proteins: 37, Fats: 18",Lunch,2024-06-19
NL523,U2875,financial,346,"Carbs: 31, Proteins: 50, Fats: 17",Dinner,2024-04-11
NL524,U158,read,202,"Carbs: 55, Proteins: 19, Fats: 10",Snack,2024-04-07
NL525,U1217,military,1467,"Carbs: 50, Proteins: 46, Fats: 30",Lunch,2024-11-26
NL526,U338,cause,346,"Carbs: 71, Proteins: 40, Fats: 5",Dinner,2024-10-05
NL527,U2994,able,284,"Carbs: 89, Proteins: 30, Fats: 13",Dinner,2024-11-02
NL528,U262,day,803,"Carbs: 40, Proteins: 20, Fats: 30",Dinner,2024-07-23
NL529,U522,serve,466,"Carbs: 15, Proteins: 25, Fats: 27",Breakfast,2024-01-24
NL530,U2286,money,768,"Carbs: 21, Proteins: 30, Fats: 27",Dinner,2024-06-20
NL531,U2652,pretty,727,"Carbs: 11, Proteins: 20, Fats: 14",Snack,2024-08-03
NL532,U2630,color,1127,"Carbs: 44, Proteins: 17, Fats: 17",Dinner,2024-10-29
NL533,U1623,morning,728,"Carbs: 70, Proteins: 18, Fats: 14",Breakfast,2024-10-21
NL534,U1046,me,1286,"Carbs: 18, Proteins: 33, Fats: 26",Snack,2024-11-07
NL535,U2960,once,273,"Carbs: 78, Proteins: 34, Fats: 23",Lunch,2024-06-06
NL536,U1452,prevent,340,"Carbs: 33, Proteins: 46, Fats: 29",Dinner,2024-09-30
NL537,U292,name,1008,"Carbs: 67, Proteins: 17, Fats: 23",Snack,2024-04-08
NL538,U1071,section,378,"Carbs: 59, Proteins: 27, Fats: 6",Snack,2024-02-20
NL539,U1037,son,982,"Carbs: 52, Proteins: 13, Fats: 15",Lunch,2024-01-15
NL540,U1784,wide,442,"Carbs: 61, Proteins: 36, Fats: 23",Snack,2024-02-02
NL541,U380,down,956,"Carbs: 53, Proteins: 36, Fats: 16",Breakfast,2024-06-06
NL542,U777,positive,665,"Carbs: 56, Proteins: 40, Fats: 22",Snack,2024-08-03
NL543,U2730,buy,706,"Carbs: 44, Proteins: 50, Fats: 23",Snack,2024-10-27
NL544,U2943,sometimes,1043,"Carbs: 91, Proteins: 47, Fats: 19",Snack,2024-04-25
NL545,U890,price,510,"Carbs: 15, Proteins: 45, Fats: 26",Dinner,2024-11-14
NL546,U1881,near,1288,"Carbs: 23, Proteins: 31, Fats: 21",Breakfast,2024-07-16
NL547,U998,structure,990,"Carbs: 66, Proteins: 28, Fats: 9",Breakfast,2024-04-23
NL548,U2622,large,461,"Carbs: 25, Proteins: 17, Fats: 5",Snack,2024-04-04
NL549,U2245,professional,660,"Carbs: 62, Proteins: 41, Fats: 12",Dinner,2024-07-17
NL550,U2837,wide,498,"Carbs: 85, Proteins: 46, Fats: 20",Dinner,2024-11-10
NL551,U2751,ball,1273,"Carbs: 55, Proteins: 41, Fats: 13",Breakfast,2024-04-01
NL552,U1786,thus,508,"Carbs: 92, Proteins: 49, Fats: 21",Breakfast,2024-11-15
NL553,U157,several,1280,"Carbs: 44, Proteins: 22, Fats: 26",Breakfast,2024-04-07
NL554,U1171,behind,1206,"Carbs: 18, Proteins: 44, Fats: 10",Snack,2024-11-04
NL555,U2742,author,234,"Carbs: 67, Proteins: 36, Fats: 5",Lunch,2024-08-03
NL556,U1018,condition,1320,"Carbs: 88, Proteins: 10, Fats: 19",Breakfast,2024-03-01
NL557,U1415,fast,531,"Carbs: 39, Proteins: 33, Fats: 21",Breakfast,2024-10-31
NL558,U50,opportunity,965,"Carbs: 38, Proteins: 46, Fats: 12",Snack,2024-07-27
NL559,U2836,order,1060,"Carbs: 93, Proteins: 41, Fats: 27",Dinner,2024-02-16
NL560,U2012,pull,375,"Carbs: 98, Proteins: 22, Fats: 8",Breakfast,2024-07-14
NL561,U409,authority,297,"Carbs: 38, Proteins: 35, Fats: 11",Snack,2024-05-03
NL562,U437,ever,797,"Carbs: 99, Proteins: 41, Fats: 13",Dinner,2024-03-08
NL563,U1866,a,1145,"Carbs: 68, Proteins: 11, Fats: 27",Snack,2024-11-15
NL564,U113,city,1354,"Carbs: 19, Proteins: 10, Fats: 21",Snack,2024-03-29
NL565,U2070,of,1314,"Carbs: 64, Proteins: 46, Fats: 10",Snack,2024-05-29
NL566,U2823,challenge,905,"Carbs: 54, Proteins: 30, Fats: 11",Snack,2024-08-16
NL567,U2990,myself,1498,"Carbs: 13, Proteins: 36, Fats: 24",Breakfast,2024-06-03
NL568,U821,hospital,1038,"Carbs: 14, Proteins: 39, Fats: 26",Lunch,2024-06-16
NL569,U1567,door,1482,"Carbs: 68, Proteins: 34, Fats: 12",Lunch,2024-11-07
NL570,U1410,tell,662,"Carbs: 59, Proteins: 18, Fats: 27",Breakfast,2024-05-07
NL571,U42,movement,999,"Carbs: 59, Proteins: 31, Fats: 26",Dinner,2024-01-20
NL572,U217,section,283,"Carbs: 11, Proteins: 14, Fats: 8",Lunch,2024-09-11
NL573,U549,benefit,328,"Carbs: 43, Proteins: 29, Fats: 26",Dinner,2024-05-08
